facility_id,facility_type,governorate,sku_id,manufacturer,unit_price_egp,flu_index,allergy_index,promotion_flag,public_holiday_flag,day,month,season,actual_demand_units
FAC032,Retail Pharmacy,Dakahlia,SKU046,Memphis,39.45,66.2,31.9,0,0,0,1,Winter,5.0
FAC032,Retail Pharmacy,Dakahlia,SKU070,Amoun,36.95,66.2,31.9,0,0,0,1,Winter,13.0
FAC032,Retail Pharmacy,Dakahlia,SKU079,GSK Egypt,149.4,66.2,31.9,1,0,0,1,Winter,13.0
FAC011,Retail Pharmacy,Damietta,SKU060,Pfizer Egypt,78.34,77.0,26.9,1,0,0,1,Winter,5.0
FAC044,Hospital Pharmacy,Fayoum,SKU015,EVA Pharma,26.3,79.9,24.5,0,0,0,1,Winter,9.0
FAC007,Retail Pharmacy,Gharbia,SKU033,Pfizer Egypt,41.92,72.1,36.5,0,0,0,1,Winter,7.0
FAC034,Retail Pharmacy,Gharbia,SKU008,Hikma Egypt,85.65,72.1,36.5,0,0,0,1,Winter,5.0
FAC034,Retail Pharmacy,Gharbia,SKU077,Janssen Egypt,65.17,72.1,36.5,0,0,0,1,Winter,6.0
FAC002,Retail Pharmacy,Giza,SKU073,Pfizer Egypt,87.79,73.8,25.3,0,0,0,1,Winter,3.0
FAC029,Retail Pharmacy,Giza,SKU007,GSK Egypt,121.29,73.8,25.3,0,0,0,1,Winter,9.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU004,Novartis Egypt,48.18,77.7,20.9,0,0,0,1,Winter,14.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU012,Sanofi Egypt,39.46,77.7,20.9,0,0,0,1,Winter,12.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU004,Novartis Egypt,48.15,77.7,20.9,0,0,0,1,Winter,16.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU051,Novartis Egypt,74.77,77.7,20.9,0,0,0,1,Winter,6.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU077,Janssen Egypt,64.05,77.7,20.9,0,0,0,1,Winter,5.0
FAC027,Retail Pharmacy,New Valley,SKU016,AstraZeneca Egypt,67.81,79.8,37.2,0,0,0,1,Winter,12.0
FAC027,Retail Pharmacy,New Valley,SKU027,AstraZeneca Egypt,103.29,79.8,37.2,0,0,0,1,Winter,9.0
FAC027,Retail Pharmacy,New Valley,SKU077,Janssen Egypt,62.41,79.8,37.2,0,0,0,1,Winter,6.0
FAC054,Hospital Pharmacy,New Valley,SKU004,Novartis Egypt,45.84,79.8,37.2,0,0,0,1,Winter,18.0
FAC054,Hospital Pharmacy,New Valley,SKU073,Pfizer Egypt,87.11,79.8,37.2,0,0,0,1,Winter,4.0
FAC015,Retail Pharmacy,North Sinai,SKU021,CID,41.93,73.0,26.2,0,0,0,1,Winter,11.0
FAC012,Retail Pharmacy,Port Said,SKU028,Pfizer Egypt,53.7,80.6,32.1,0,0,0,1,Winter,15.0
FAC039,Retail Pharmacy,Port Said,SKU008,Hikma Egypt,90.61,80.6,32.1,0,0,0,1,Winter,5.0
FAC031,Retail Pharmacy,Qalyubia,SKU052,Sanofi Egypt,63.35,77.3,24.3,0,0,0,1,Winter,3.0
FAC031,Retail Pharmacy,Qalyubia,SKU079,GSK Egypt,148.5,77.3,24.3,0,0,0,1,Winter,7.0
FAC058,Clinic Pharmacy,Qalyubia,SKU041,Bayer Egypt,37.12,77.3,24.3,0,0,0,1,Winter,8.0
FAC058,Clinic Pharmacy,Qalyubia,SKU055,BMS Egypt,47.9,77.3,24.3,0,0,0,1,Winter,2.0
FAC022,Retail Pharmacy,Qena,SKU046,Memphis,40.86,75.9,18.2,0,0,0,1,Winter,6.0
FAC022,Retail Pharmacy,Qena,SKU059,EIPICO,24.0,75.9,18.2,0,0,0,1,Winter,5.0
FAC025,Retail Pharmacy,Red Sea,SKU021,CID,40.75,72.2,32.4,0,0,0,1,Winter,17.0
FAC033,Retail Pharmacy,Sharqia,SKU020,Merck Egypt,57.545,80.0,23.7,0,0,0,1,Winter,15.0
FAC060,Clinic Pharmacy,Sharqia,SKU062,EVA Pharma,28.29,80.0,23.7,0,0,0,1,Winter,24.0
FAC021,Retail Pharmacy,Sohag,SKU062,EVA Pharma,26.73,68.1,25.0,0,0,0,1,Winter,40.0
FAC016,Retail Pharmacy,South Sinai,SKU077,Janssen Egypt,61.78,61.1,22.9,0,0,0,1,Winter,12.0
FAC014,Retail Pharmacy,Suez,SKU011,EIPICO,43.92,81.1,20.0,0,0,0,1,Winter,2.0
FAC041,Retail Pharmacy,Suez,SKU063,GSK Egypt,62.66,81.1,20.0,0,0,0,1,Winter,5.0
FAC003,Retail Pharmacy,Alexandria,SKU051,Novartis Egypt,74.15,79.1,16.2,0,0,1,1,Winter,4.0
FAC009,Retail Pharmacy,Beheira,SKU037,GSK Egypt,65.47,76.1,22.8,0,0,1,1,Winter,20.0
FAC009,Retail Pharmacy,Beheira,SKU074,Takeda Egypt,87.18,76.1,22.8,0,0,1,1,Winter,9.0
FAC009,Retail Pharmacy,Beheira,SKU078,Pharco,80.89,76.1,22.8,1,0,1,1,Winter,8.0
FAC018,Retail Pharmacy,Beni Suef,SKU070,Amoun,37.35,74.0,21.5,0,0,1,1,Winter,10.0
FAC045,Hospital Pharmacy,Beni Suef,SKU059,EIPICO,22.38,74.0,21.5,0,0,1,1,Winter,7.0
FAC001,Retail Pharmacy,Cairo,SKU059,EIPICO,23.18,84.2,23.4,0,0,1,1,Winter,5.0
FAC001,Retail Pharmacy,Cairo,SKU078,Pharco,77.59,84.2,23.4,1,0,1,1,Winter,14.0
FAC028,Retail Pharmacy,Cairo,SKU045,MUP,27.59,84.2,23.4,0,0,1,1,Winter,12.0
FAC055,Hospital Pharmacy,Cairo,SKU032,Sanofi Egypt,30.4,84.2,23.4,0,0,1,1,Winter,13.0
FAC032,Retail Pharmacy,Dakahlia,SKU052,Sanofi Egypt,65.09,68.7,22.4,0,0,1,1,Winter,3.0
FAC017,Retail Pharmacy,Fayoum,SKU059,EIPICO,24.12,75.2,26.0,0,0,1,1,Winter,4.0
FAC044,Hospital Pharmacy,Fayoum,SKU044,SIGMA,39.47,75.2,26.0,0,0,1,1,Winter,24.0
FAC007,Retail Pharmacy,Gharbia,SKU010,Hikma Egypt,114.75,79.9,22.2,0,0,1,1,Winter,3.0
FAC034,Retail Pharmacy,Gharbia,SKU019,Novartis Egypt,86.68,79.9,22.2,0,0,1,1,Winter,5.0
FAC029,Retail Pharmacy,Giza,SKU027,AstraZeneca Egypt,100.8,70.2,20.0,0,0,1,1,Winter,9.0
FAC056,Hospital Pharmacy,Giza,SKU011,EIPICO,45.43,70.2,20.0,0,0,1,1,Winter,3.0
FAC056,Hospital Pharmacy,Giza,SKU058,Pfizer Egypt,79.36,70.2,20.0,0,0,1,1,Winter,2.0
FAC013,Retail Pharmacy,Ismailia,SKU044,SIGMA,39.26,77.7,33.8,0,0,1,1,Winter,22.0
FAC040,Retail Pharmacy,Ismailia,SKU078,Pharco,75.9,77.7,33.8,0,0,1,1,Winter,7.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU033,Pfizer Egypt,40.09,74.1,31.6,0,0,1,1,Winter,9.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU037,GSK Egypt,62.3,74.1,31.6,0,0,1,1,Winter,19.0
FAC046,Hospital Pharmacy,Minya,SKU004,Novartis Egypt,45.96,64.4,33.5,1,0,1,1,Winter,16.0
FAC062,Clinic Pharmacy,Monufia,SKU006,GSK Egypt,54.27,89.1,26.1,0,0,1,1,Winter,5.0
FAC027,Retail Pharmacy,New Valley,SKU055,BMS Egypt,49.75,72.5,27.7,0,0,1,1,Winter,2.0
FAC015,Retail Pharmacy,North Sinai,SKU041,Bayer Egypt,35.86,65.2,13.4,0,0,1,1,Winter,13.0
FAC015,Retail Pharmacy,North Sinai,SKU068,Sanofi Egypt,164.34,65.2,13.4,0,0,1,1,Winter,6.0
FAC012,Retail Pharmacy,Port Said,SKU001,EVA Pharma,24.91,77.3,25.8,0,0,1,1,Winter,26.0
FAC039,Retail Pharmacy,Port Said,SKU015,EVA Pharma,27.11,77.3,25.8,0,0,1,1,Winter,7.0
FAC039,Retail Pharmacy,Port Said,SKU078,Pharco,78.04,77.3,25.8,0,0,1,1,Winter,8.0
FAC031,Retail Pharmacy,Qalyubia,SKU013,Amoun,34.4,73.8,28.9,1,0,1,1,Winter,11.0
FAC058,Clinic Pharmacy,Qalyubia,SKU064,EIPICO,49.75,73.8,28.9,0,0,1,1,Winter,3.0
FAC022,Retail Pharmacy,Qena,SKU073,Pfizer Egypt,90.92,71.9,27.0,0,0,1,1,Winter,3.0
FAC006,Retail Pharmacy,Sharqia,SKU050,AstraZeneca Egypt,52.6,75.0,37.7,0,0,1,1,Winter,11.0
FAC006,Retail Pharmacy,Sharqia,SKU055,BMS Egypt,57.545,75.0,37.7,0,0,1,1,Winter,2.0
FAC033,Retail Pharmacy,Sharqia,SKU056,Schering Egypt,17.33,75.0,37.7,0,0,1,1,Winter,3.0
FAC048,Hospital Pharmacy,Sohag,SKU017,Takeda Egypt,77.33,83.5,26.3,0,0,1,1,Winter,12.0
FAC041,Retail Pharmacy,Suez,SKU032,Sanofi Egypt,32.27,72.3,24.2,0,0,1,1,Winter,11.0
FAC057,Clinic Pharmacy,Alexandria,SKU024,Novo Nordisk Egypt,136.96,75.7,39.1,0,0,2,1,Winter,2.0
FAC020,Retail Pharmacy,Assiut,SKU035,Sanofi Egypt,129.61,81.1,21.0,1,0,2,1,Winter,11.0
FAC024,Retail Pharmacy,Aswan,SKU052,Sanofi Egypt,65.84,72.7,24.7,0,0,2,1,Winter,5.0
FAC024,Retail Pharmacy,Aswan,SKU063,GSK Egypt,60.82,72.7,24.7,0,0,2,1,Winter,10.0
FAC051,Hospital Pharmacy,Aswan,SKU008,Hikma Egypt,89.24,72.7,24.7,0,0,2,1,Winter,10.0
FAC051,Hospital Pharmacy,Aswan,SKU019,Novartis Egypt,90.47,72.7,24.7,0,0,2,1,Winter,7.0
FAC051,Hospital Pharmacy,Aswan,SKU040,UCB Egypt,45.4,72.7,24.7,0,0,2,1,Winter,27.0
FAC051,Hospital Pharmacy,Aswan,SKU049,Aspen Egypt,27.57,72.7,24.7,0,0,2,1,Winter,18.0
FAC009,Retail Pharmacy,Beheira,SKU006,GSK Egypt,54.04,78.9,23.4,0,0,2,1,Winter,5.0
FAC009,Retail Pharmacy,Beheira,SKU069,AstraZeneca Egypt,56.16,78.9,23.4,0,0,2,1,Winter,8.0
FAC036,Retail Pharmacy,Beheira,SKU010,Hikma Egypt,111.19,78.9,23.4,0,0,2,1,Winter,5.0
FAC045,Hospital Pharmacy,Beni Suef,SKU046,Memphis,39.95,77.4,18.3,0,0,2,1,Winter,9.0
FAC001,Retail Pharmacy,Cairo,SKU047,EIPICO,45.93,83.9,28.6,0,0,2,1,Winter,8.0
FAC028,Retail Pharmacy,Cairo,SKU067,Schering Egypt,18.61,83.9,28.6,0,0,2,1,Winter,3.0
FAC055,Hospital Pharmacy,Cairo,SKU067,Schering Egypt,18.09,83.9,28.6,0,0,2,1,Winter,4.0
FAC032,Retail Pharmacy,Dakahlia,SKU022,Servier Egypt,94.91,67.1,28.3,0,0,2,1,Winter,10.0
FAC032,Retail Pharmacy,Dakahlia,SKU054,Lundbeck Egypt,106.43,67.1,28.3,0,0,2,1,Winter,5.0
FAC044,Hospital Pharmacy,Fayoum,SKU050,AstraZeneca Egypt,50.45,74.1,22.4,0,0,2,1,Winter,13.0
FAC044,Hospital Pharmacy,Fayoum,SKU065,Sanofi Egypt,33.29,74.1,22.4,0,0,2,1,Winter,12.0
FAC007,Retail Pharmacy,Gharbia,SKU045,MUP,29.33,75.6,30.8,0,0,2,1,Winter,13.0
FAC061,Clinic Pharmacy,Gharbia,SKU053,Pfizer Egypt,89.53,75.6,30.8,0,0,2,1,Winter,3.0
FAC029,Retail Pharmacy,Giza,SKU069,AstraZeneca Egypt,56.18,70.3,23.5,0,0,2,1,Winter,6.0
FAC056,Hospital Pharmacy,Giza,SKU042,UCB Egypt,54.55,70.3,23.5,0,0,2,1,Winter,15.0
FAC056,Hospital Pharmacy,Giza,SKU077,Janssen Egypt,63.45,70.3,23.5,0,0,2,1,Winter,5.0
FAC013,Retail Pharmacy,Ismailia,SKU019,Novartis Egypt,89.02,75.1,17.3,0,0,2,1,Winter,5.0
FAC040,Retail Pharmacy,Ismailia,SKU023,Sanofi Egypt,510.86,75.1,17.3,0,0,2,1,Winter,4.0
FAC023,Retail Pharmacy,Luxor,SKU021,CID,43.52,70.4,22.1,0,0,2,1,Winter,16.0
FAC026,Retail Pharmacy,Matrouh,SKU036,Sanofi Egypt,188.41,70.2,35.5,1,0,2,1,Winter,5.0
FAC026,Retail Pharmacy,Matrouh,SKU041,Bayer Egypt,36.31,70.2,35.5,0,0,2,1,Winter,14.0
FAC053,Hospital Pharmacy,Matrouh,SKU035,Sanofi Egypt,130.31,70.2,35.5,0,0,2,1,Winter,8.0
FAC019,Retail Pharmacy,Minya,SKU026,Pfizer Egypt,93.19,77.1,25.9,0,0,2,1,Winter,15.0
FAC019,Retail Pharmacy,Minya,SKU079,GSK Egypt,145.08,77.1,25.9,0,0,2,1,Winter,8.0
FAC008,Retail Pharmacy,Monufia,SKU026,Pfizer Egypt,92.29,70.9,27.0,0,0,2,1,Winter,11.0
FAC008,Retail Pharmacy,Monufia,SKU033,Pfizer Egypt,42.81,70.9,27.0,0,0,2,1,Winter,7.0
FAC054,Hospital Pharmacy,New Valley,SKU054,Lundbeck Egypt,109.91,77.2,21.9,0,0,2,1,Winter,6.0
FAC054,Hospital Pharmacy,New Valley,SKU061,Leo Egypt,127.52,77.2,21.9,0,0,2,1,Winter,3.0
FAC015,Retail Pharmacy,North Sinai,SKU003,Abbott Egypt,38.45,68.3,27.6,0,0,2,1,Winter,30.0
FAC012,Retail Pharmacy,Port Said,SKU036,Sanofi Egypt,187.56,72.9,21.3,0,0,2,1,Winter,2.0
FAC039,Retail Pharmacy,Port Said,SKU002,CID,18.03,72.9,21.3,0,0,2,1,Winter,16.0
FAC004,Retail Pharmacy,Qalyubia,SKU009,Pharco,74.43,73.4,20.0,0,0,2,1,Winter,8.0
FAC058,Clinic Pharmacy,Qalyubia,SKU008,Hikma Egypt,88.24,73.4,20.0,0,0,2,1,Winter,3.0
FAC058,Clinic Pharmacy,Qalyubia,SKU041,Bayer Egypt,35.44,73.4,20.0,0,0,2,1,Winter,11.0
FAC058,Clinic Pharmacy,Qalyubia,SKU064,EIPICO,52.29,73.4,20.0,0,0,2,1,Winter,3.0
FAC022,Retail Pharmacy,Qena,SKU058,Pfizer Egypt,78.88,68.2,29.2,0,0,2,1,Winter,3.0
FAC022,Retail Pharmacy,Qena,SKU071,Bayer Egypt,40.33,68.2,29.2,0,0,2,1,Winter,11.0
FAC006,Retail Pharmacy,Sharqia,SKU002,CID,18.01,73.5,28.2,0,0,2,1,Winter,17.0
FAC033,Retail Pharmacy,Sharqia,SKU076,Lundbeck Egypt,126.05,73.5,28.2,1,0,2,1,Winter,4.0
FAC060,Clinic Pharmacy,Sharqia,SKU039,MSD Egypt,79.51,73.5,28.2,0,0,2,1,Winter,8.0
FAC060,Clinic Pharmacy,Sharqia,SKU078,Pharco,79.76,73.5,28.2,0,0,2,1,Winter,4.0
FAC021,Retail Pharmacy,Sohag,SKU069,AstraZeneca Egypt,54.4,69.3,26.6,0,0,2,1,Winter,4.0
FAC016,Retail Pharmacy,South Sinai,SKU076,Lundbeck Egypt,127.61,69.3,25.0,0,0,2,1,Winter,4.0
FAC043,Hospital Pharmacy,South Sinai,SKU064,EIPICO,50.03,69.3,25.0,0,0,2,1,Winter,8.0
FAC041,Retail Pharmacy,Suez,SKU021,CID,44.01,67.2,11.8,0,0,2,1,Winter,8.0
FAC030,Retail Pharmacy,Alexandria,SKU022,Servier Egypt,94.37,72.3,27.8,1,0,3,1,Winter,8.0
FAC030,Retail Pharmacy,Alexandria,SKU038,AstraZeneca Egypt,138.96,72.3,27.8,0,0,3,1,Winter,7.0
FAC057,Clinic Pharmacy,Alexandria,SKU008,Hikma Egypt,88.08,72.3,27.8,0,0,3,1,Winter,4.0
FAC047,Hospital Pharmacy,Assiut,SKU062,EVA Pharma,27.85,65.3,29.9,0,0,3,1,Winter,58.0
FAC047,Hospital Pharmacy,Assiut,SKU068,Sanofi Egypt,156.5,65.3,29.9,1,0,3,1,Winter,9.0
FAC047,Hospital Pharmacy,Assiut,SKU079,GSK Egypt,142.92,65.3,29.9,1,0,3,1,Winter,10.0
FAC024,Retail Pharmacy,Aswan,SKU066,CID,26.63,71.5,26.9,0,0,3,1,Winter,18.0
FAC051,Hospital Pharmacy,Aswan,SKU059,EIPICO,23.13,71.5,26.9,0,0,3,1,Winter,6.0
FAC009,Retail Pharmacy,Beheira,SKU057,Pfizer Egypt,60.78,77.3,29.3,1,0,3,1,Winter,5.0
FAC063,Clinic Pharmacy,Beheira,SKU009,Pharco,73.54,77.3,29.3,0,0,3,1,Winter,5.0
FAC018,Retail Pharmacy,Beni Suef,SKU055,BMS Egypt,50.35,75.1,28.9,0,0,3,1,Winter,3.0
FAC045,Hospital Pharmacy,Beni Suef,SKU057,Pfizer Egypt,56.67,75.1,28.9,1,0,3,1,Winter,8.0
FAC001,Retail Pharmacy,Cairo,SKU019,Novartis Egypt,90.75,86.7,20.8,0,0,3,1,Winter,4.0
FAC028,Retail Pharmacy,Cairo,SKU055,BMS Egypt,49.25,86.7,20.8,1,0,3,1,Winter,3.0
FAC059,Clinic Pharmacy,Dakahlia,SKU023,Sanofi Egypt,514.11,77.7,24.9,0,0,3,1,Winter,2.0
FAC059,Clinic Pharmacy,Dakahlia,SKU072,CID,25.24,77.7,24.9,0,0,3,1,Winter,8.0
FAC011,Retail Pharmacy,Damietta,SKU073,Pfizer Egypt,91.86,76.4,27.1,0,0,3,1,Winter,4.0
FAC038,Retail Pharmacy,Damietta,SKU074,Takeda Egypt,84.93,76.4,27.1,0,0,3,1,Winter,12.0
FAC017,Retail Pharmacy,Fayoum,SKU016,AstraZeneca Egypt,65.26,78.8,26.5,0,0,3,1,Winter,19.0
FAC002,Retail Pharmacy,Giza,SKU072,CID,25.45,73.3,31.1,0,0,3,1,Winter,17.0
FAC029,Retail Pharmacy,Giza,SKU016,AstraZeneca Egypt,68.16,73.3,31.1,1,0,3,1,Winter,14.0
FAC029,Retail Pharmacy,Giza,SKU059,EIPICO,24.06,73.3,31.1,0,0,3,1,Winter,3.0
FAC056,Hospital Pharmacy,Giza,SKU006,GSK Egypt,53.8,73.3,31.1,0,0,3,1,Winter,10.0
FAC013,Retail Pharmacy,Ismailia,SKU057,Pfizer Egypt,57.77,72.3,26.0,1,0,3,1,Winter,3.0
FAC040,Retail Pharmacy,Ismailia,SKU051,Novartis Egypt,73.29,72.3,26.0,0,0,3,1,Winter,4.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU055,BMS Egypt,49.97,68.5,31.7,0,0,3,1,Winter,4.0
FAC050,Hospital Pharmacy,Luxor,SKU067,Schering Egypt,17.69,65.3,17.1,0,0,3,1,Winter,5.0
FAC026,Retail Pharmacy,Matrouh,SKU041,Bayer Egypt,37.7,75.4,28.3,0,0,3,1,Winter,18.0
FAC053,Hospital Pharmacy,Matrouh,SKU042,UCB Egypt,57.52,75.4,28.3,0,0,3,1,Winter,17.0
FAC062,Clinic Pharmacy,Monufia,SKU021,CID,43.22,66.3,26.8,0,0,3,1,Winter,10.0
FAC054,Hospital Pharmacy,New Valley,SKU056,Schering Egypt,16.79,75.8,30.9,0,0,3,1,Winter,5.0
FAC054,Hospital Pharmacy,New Valley,SKU066,CID,26.03,75.8,30.9,1,0,3,1,Winter,19.0
FAC015,Retail Pharmacy,North Sinai,SKU049,Aspen Egypt,28.82,77.4,27.1,0,0,3,1,Winter,6.0
FAC042,Retail Pharmacy,North Sinai,SKU076,Lundbeck Egypt,132.62,77.4,27.1,0,0,3,1,Winter,3.0
FAC012,Retail Pharmacy,Port Said,SKU020,Merck Egypt,47.82,78.1,21.4,0,0,3,1,Winter,20.0
FAC012,Retail Pharmacy,Port Said,SKU022,Servier Egypt,95.77,78.1,21.4,0,0,3,1,Winter,10.0
FAC012,Retail Pharmacy,Port Said,SKU041,Bayer Egypt,35.12,78.1,21.4,0,0,3,1,Winter,16.0
FAC031,Retail Pharmacy,Qalyubia,SKU004,Novartis Egypt,44.73,73.7,15.5,0,0,3,1,Winter,16.0
FAC031,Retail Pharmacy,Qalyubia,SKU027,AstraZeneca Egypt,106.73,73.7,15.5,0,0,3,1,Winter,9.0
FAC025,Retail Pharmacy,Red Sea,SKU002,CID,57.545,70.1,25.1,0,0,3,1,Winter,11.0
FAC060,Clinic Pharmacy,Sharqia,SKU046,Memphis,39.77,83.5,31.1,0,0,3,1,Winter,3.0
FAC048,Hospital Pharmacy,Sohag,SKU017,Takeda Egypt,76.41,82.4,16.7,0,0,3,1,Winter,16.0
FAC003,Retail Pharmacy,Alexandria,SKU032,Sanofi Egypt,31.03,80.5,22.8,0,1,4,1,Winter,9.0
FAC020,Retail Pharmacy,Assiut,SKU002,CID,18.73,79.7,30.9,0,1,4,1,Winter,19.0
FAC020,Retail Pharmacy,Assiut,SKU011,EIPICO,42.93,79.7,30.9,1,1,4,1,Winter,3.0
FAC020,Retail Pharmacy,Assiut,SKU036,Sanofi Egypt,196.39,79.7,30.9,0,1,4,1,Winter,2.0
FAC020,Retail Pharmacy,Assiut,SKU038,AstraZeneca Egypt,143.49,79.7,30.9,0,1,4,1,Winter,5.0
FAC051,Hospital Pharmacy,Aswan,SKU021,CID,43.41,69.9,22.3,0,1,4,1,Winter,25.0
FAC009,Retail Pharmacy,Beheira,SKU058,Pfizer Egypt,80.76,81.5,28.0,1,1,4,1,Winter,2.0
FAC063,Clinic Pharmacy,Beheira,SKU045,MUP,27.35,81.5,28.0,0,1,4,1,Winter,6.0
FAC018,Retail Pharmacy,Beni Suef,SKU068,Sanofi Egypt,161.75,81.3,29.1,0,1,4,1,Winter,4.0
FAC001,Retail Pharmacy,Cairo,SKU055,BMS Egypt,47.96,73.2,25.5,0,1,4,1,Winter,4.0
FAC001,Retail Pharmacy,Cairo,SKU079,GSK Egypt,153.14,73.2,25.5,0,1,4,1,Winter,10.0
FAC028,Retail Pharmacy,Cairo,SKU046,Memphis,38.21,73.2,25.5,0,1,4,1,Winter,3.0
FAC055,Hospital Pharmacy,Cairo,SKU018,Janssen Egypt,53.78,73.2,25.5,0,1,4,1,Winter,16.0
FAC005,Retail Pharmacy,Dakahlia,SKU009,Pharco,74.87,67.8,25.1,0,1,4,1,Winter,4.0
FAC032,Retail Pharmacy,Dakahlia,SKU018,Janssen Egypt,55.42,67.8,25.1,0,1,4,1,Winter,9.0
FAC032,Retail Pharmacy,Dakahlia,SKU074,Takeda Egypt,84.53,67.8,25.1,0,1,4,1,Winter,11.0
FAC011,Retail Pharmacy,Damietta,SKU001,EVA Pharma,23.61,70.8,25.3,0,1,4,1,Winter,19.0
FAC011,Retail Pharmacy,Damietta,SKU052,Sanofi Egypt,62.16,70.8,25.3,0,1,4,1,Winter,5.0
FAC011,Retail Pharmacy,Damietta,SKU074,Takeda Egypt,88.65,70.8,25.3,0,1,4,1,Winter,9.0
FAC011,Retail Pharmacy,Damietta,SKU077,Janssen Egypt,64.94,70.8,25.3,0,1,4,1,Winter,6.0
FAC038,Retail Pharmacy,Damietta,SKU007,GSK Egypt,115.94,70.8,25.3,0,1,4,1,Winter,14.0
FAC007,Retail Pharmacy,Gharbia,SKU032,Sanofi Egypt,32.29,69.6,28.2,0,1,4,1,Winter,8.0
FAC007,Retail Pharmacy,Gharbia,SKU054,Lundbeck Egypt,112.99,69.6,28.2,0,1,4,1,Winter,2.0
FAC034,Retail Pharmacy,Gharbia,SKU022,Servier Egypt,94.04,69.6,28.2,0,1,4,1,Winter,7.0
FAC002,Retail Pharmacy,Giza,SKU018,Janssen Egypt,53.17,69.3,31.0,0,1,4,1,Winter,8.0
FAC056,Hospital Pharmacy,Giza,SKU066,CID,26.76,69.3,31.0,0,1,4,1,Winter,19.0
FAC013,Retail Pharmacy,Ismailia,SKU049,Aspen Egypt,28.7,71.7,25.6,0,1,4,1,Winter,10.0
FAC040,Retail Pharmacy,Ismailia,SKU017,Takeda Egypt,77.22,71.7,25.6,0,1,4,1,Winter,14.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU023,Sanofi Egypt,520.12,84.9,37.3,0,1,4,1,Winter,3.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU008,Hikma Egypt,87.44,84.9,37.3,0,1,4,1,Winter,3.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU011,EIPICO,42.81,84.9,37.3,0,1,4,1,Winter,2.0
FAC026,Retail Pharmacy,Matrouh,SKU073,Pfizer Egypt,88.06,75.6,35.1,0,1,4,1,Winter,4.0
FAC053,Hospital Pharmacy,Matrouh,SKU003,Abbott Egypt,38.25,75.6,35.1,0,1,4,1,Winter,24.0
FAC019,Retail Pharmacy,Minya,SKU055,BMS Egypt,49.33,81.2,30.9,0,1,4,1,Winter,3.0
FAC046,Hospital Pharmacy,Minya,SKU048,Acino Egypt,67.41,81.2,30.9,0,1,4,1,Winter,6.0
FAC008,Retail Pharmacy,Monufia,SKU075,Novartis Egypt,49.92,74.0,24.3,1,1,4,1,Winter,14.0
FAC035,Retail Pharmacy,Monufia,SKU004,Novartis Egypt,57.545,74.0,24.3,0,1,4,1,Winter,16.0
FAC035,Retail Pharmacy,Monufia,SKU074,Takeda Egypt,87.2,74.0,24.3,0,1,4,1,Winter,11.0
FAC062,Clinic Pharmacy,Monufia,SKU009,Pharco,71.98,74.0,24.3,0,1,4,1,Winter,4.0
FAC027,Retail Pharmacy,New Valley,SKU033,Pfizer Egypt,42.62,77.3,28.7,0,1,4,1,Winter,6.0
FAC012,Retail Pharmacy,Port Said,SKU031,MSD Egypt,78.15,86.9,21.5,0,1,4,1,Winter,14.0
FAC058,Clinic Pharmacy,Qalyubia,SKU023,Sanofi Egypt,498.84,79.2,17.4,0,1,4,1,Winter,2.0
FAC058,Clinic Pharmacy,Qalyubia,SKU044,SIGMA,37.59,79.2,17.4,1,1,4,1,Winter,16.0
FAC022,Retail Pharmacy,Qena,SKU015,EVA Pharma,28.32,69.2,25.3,0,1,4,1,Winter,5.0
FAC049,Hospital Pharmacy,Qena,SKU041,Bayer Egypt,34.94,69.2,25.3,0,1,4,1,Winter,18.0
FAC049,Hospital Pharmacy,Qena,SKU050,AstraZeneca Egypt,53.29,69.2,25.3,1,1,4,1,Winter,12.0
FAC049,Hospital Pharmacy,Qena,SKU065,Sanofi Egypt,33.15,69.2,25.3,0,1,4,1,Winter,13.0
FAC025,Retail Pharmacy,Red Sea,SKU049,Aspen Egypt,27.2,78.3,19.9,0,1,4,1,Winter,12.0
FAC033,Retail Pharmacy,Sharqia,SKU021,CID,43.71,64.4,22.1,0,1,4,1,Winter,10.0
FAC060,Clinic Pharmacy,Sharqia,SKU075,Novartis Egypt,48.97,64.4,22.1,0,1,4,1,Winter,7.0
FAC021,Retail Pharmacy,Sohag,SKU032,Sanofi Egypt,31.24,79.3,29.9,0,1,4,1,Winter,7.0
FAC048,Hospital Pharmacy,Sohag,SKU041,Bayer Egypt,35.5,79.3,29.9,1,1,4,1,Winter,18.0
FAC043,Hospital Pharmacy,South Sinai,SKU020,Merck Egypt,48.63,82.7,15.4,0,1,4,1,Winter,21.0
FAC043,Hospital Pharmacy,South Sinai,SKU028,Pfizer Egypt,50.98,82.7,15.4,0,1,4,1,Winter,19.0
